a,b,c,d,e,f,g,h,i
0.2289,-0.98145,3.0176,-2.0807,-271.37,284.14,-20.378,301.33,79.298
0.2296,-1.748,3.1787,-1.4722,-304.43,254.44,47.217,301.33,79.509
0.2303,-2.3291,3.2617,-0.97163,-314.79,205.93,105.37,301.33,79.72
0.231,-2.7148,3.0908,-0.41711,-314.79,141.08,164.51,301.34,79.931
0.2317,-2.9492,2.6465,0.24536,-306.9,71.778,228.63,301.35,80.142
0.2324,-3.2178,2.0459,1.109,-283.22,0.49502,279.33,301.35,80.352
0.2331,-3.3252,1.4307,1.8206,-246.7,-66.828,304.18,301.35,80.563
0.2338,-3.2861,0.9375,2.2966,-193.42,-126.23,308.65,301.34,80.774
0.2345,-2.9688,0.31738,2.6303,-126.81,-184.64,308.65,301.34,80.985
0.2352,-2.4658,-0.40527,2.8462,-55.755,-245.03,298.21,301.34,81.196
0.2359,-1.8213,-1.2793,3.0916,12.829,-292.56,269.88,301.35,81.407
0.2366,-1.1914,-1.9922,3.1799,74.998,-312.85,230.62,301.35,81.618
0.2373,-0.67871,-2.4316,3.1112,135.19,-312.36,175.95,301.34,81.829
0.238,-0.019531,-2.7393,2.7677,195.88,-309.39,107.36,301.35,82.04
0.2387,0.72266,-2.9541,2.2573,251.14,-297.51,35.289,301.35,82.251
0.2394,1.6016,-3.2031,1.6488,293.58,-267.81,-31.312,301.36,82.462
0.2401,2.2412,-3.2812,1.0845,310.85,-223.75,-90.458,301.38,82.673
0.2408,2.627,-3.2031,0.62322,309.86,-166.33,-152.09,301.39,82.884
0.2415,2.9248,-2.8223,-0.044165,304.93,-97.024,-216.2,301.4,83.095
0.2422,3.1543,-2.2656,-0.82932,289.14,-23.266,-268.89,301.4,83.306
0.2429,3.3789,-1.6455,-1.6635,255.09,44.552,-302.69,301.41,83.517
0.2436,3.3398,-1.0596,-2.2132,204.27,102.96,-314.61,301.41,83.728
0.2443,3.125,-0.54688,-2.5321,143.58,163.85,-313.12,301.41,83.939
0.245,2.6514,0.18066,-2.8069,74.505,226.72,-305.17,301.41,84.15
0.2457,2.0508,0.98145,-3.013,0.49341,276.72,-284.79,301.42,84.361
0.2464,1.4111,1.8066,-3.2142,-63.65,304.93,-248.51,301.42,84.572
0.2471,0.81543,2.3486,-3.1553,-119.9,311.37,-195.33,301.43,84.783
0.2478,0.25391,2.6221,-2.8854,-181.57,307.41,-131.21,301.44,84.994
0.2485,-0.53223,2.8857,-2.3849,-242.76,297.01,-61.631,301.44,85.205
0.2492,-1.3037,3.0811,-1.8206,-287.66,274.24,9.4434,301.44,85.416
0.2499,-2.0752,3.2861,-1.2563,-311.34,236.12,71.571,301.45,85.627
0.2506,-2.5439,3.2275,-0.72627,-315.78,180.68,128.73,301.46,85.838
0.2513,-2.8125,2.9346,-0.17175,-311.83,113.36,192.35,301.47,86.049
0.252,-3.0908,2.4023,0.63303,-299.01,42.077,252.49,301.47,86.26
0.2527,-3.2617,1.7969,1.3937,-270.88,-30.196,292.25,301.48,86.471
0.2534,-3.3789,1.2158,2.0954,-225.49,-91.579,308.15,301.48,86.682
0.2541,-3.1641,0.63965,2.4781,-165.79,-148.51,310.14,301.48,86.893
0.2548,-2.7881,0.043945,2.7186,-97.695,-211.37,305.67,301.48,87.104
0.2555,-2.1826,-0.7959,2.9591,-27.631,-268.8,287.28,301.48,87.315
0.2562,-1.5625,-1.5576,3.1259,40.953,-303.45,256.46,301.48,87.526
0.2569,-0.97656,-2.2363,3.2044,100.66,-312.85,210.24,301.47,87.737
0.2576,-0.38574,-2.5977,2.9787,158.88,-312.36,147.12,301.46,87.948
0.2583,0.25879,-2.8125,2.5665,220.06,-306.42,77.535,301.45,88.159
0.259,1.1133,-3.0664,1.9874,272.36,-285.13,7.4553,301.44,88.37
0.2597,1.8213,-3.2129,1.4329,303.94,-251.47,-56.66,301.43,88.581
0.2604,2.4414,-3.2959,0.90293,310.35,-202.46,-116.3,301.42,88.792
0.2611,2.7686,-3.0469,0.33369,308.87,-137.62,-178.43,301.42,89.003
0.2618,3.0127,-2.5977,-0.35823,301.47,-65.838,-240.56,301.41,89.214
0.2625,3.252,-1.9727,-1.2072,276.8,5.9402,-286.28,301.4,89.425
0.2632,3.3398,-1.4014,-1.8697,235.85,69.303,-310.64,301.39,89.636
0.2639,3.3057,-0.88379,-2.3653,180.09,127.72,-314.61,301.38,89.847
0.2646,2.9346,-0.25391,-2.6499,114.96,190.58,-311.14,301.37,90.058
0.2653,2.4121,0.49316,-2.8904,43.42,249.49,-298.21,301.37,90.269
0.266,1.7383,1.3623,-3.0965,-27.137,291.57,-271.87,301.36,90.48
0.2667,1.1621,2.0117,-3.1652,-87.827,309.39,-229.13,301.34,90.691
0.2674,0.62012,2.4658,-3.0866,-145.06,310.38,-169.48,301.33,90.902
0.2681,-0.039062,2.7295,-2.699,-207.72,305.43,-101.39,301.33,91.113
0.2688,-0.81055,2.959,-2.1837,-263.97,288.6,-31.312,301.34,91.324
0.2695,-1.6602,3.1738,-1.5556,-301.47,259.39,34.792,301.35,91.535
0.2702,-2.2461,3.2324,-1.0305,-314.3,214.84,95.428,301.35,91.746
0.2709,-2.6562,3.1445,-0.53489,-314.3,154.45,156.06,301.34,91.956
0.2716,-2.9102,2.7246,0.1374,-309.37,82.668,218.69,301.34,92.167
0.2723,-3.1641,2.1582,0.94709,-290.12,10.395,271.37,301.35,92.378
0.273,-3.335,1.5137,1.7519,-252.62,-55.442,303.18,301.35,92.589
0.2737,-3.2812,0.99121,2.2377,-201.31,-115.34,310.14,301.36,92.8
0.2744,-3.0469,0.43457,2.5763,-139.14,-176.23,307.66,301.36,93.011
0.2751,-2.5439,-0.28809,2.8118,-68.584,-237.11,299.7,301.36,93.222
0.2758,-1.9385,-1.1133,3.0425,3.9473,-285.13,276.84,301.36,93.433
0.2765,-1.2842,-1.9141,3.1946,66.117,-310.87,238.57,301.36,93.644
0.2772,-0.74219,-2.3779,3.121,123.85,-314.34,183.9,301.37,93.855
0.2779,-0.15625,-2.6758,2.8413,185.52,-310.38,119.29,301.37,94.066
0.2786,0.61035,-2.915,2.326,244.73,-299.49,48.211,301.37,94.277
0.2793,1.4307,-3.1445,1.7519,288.15,-273.75,-21.869,301.37,94.488
0.28,2.1777,-3.3008,1.1728,308.87,-233.15,-82.009,301.38,94.699
0.2807,2.5684,-3.2178,0.69683,311.34,-175.73,-141.65,301.38,94.91
0.2814,2.876,-2.9004,0.083423,306.9,-108.41,-204.77,301.38,95.121
0.2821,3.125,-2.3535,-0.70664,293.08,-35.641,-261.93,301.39,95.332
0.2828,3.335,-1.7627,-1.5065,262,34.156,-298.71,301.39,95.543
0.2835,3.3887,-1.1523,-2.169,213.65,93.559,-313.62,301.4,95.754
0.2842,3.1641,-0.62012,-2.4929,153.45,153.46,-314.12,301.4,95.965
0.2849,2.7441,0.048828,-2.7726,85.853,217.31,-307.16,301.4,96.176
0.2856,2.1387,0.86426,-2.9836,12.829,269.79,-288.77,301.4,96.387
0.2863,1.5283,1.6504,-3.1799,-54.768,300.97,-256.46,301.41,96.598
0.287,0.9082,2.29,-3.1995,-111.02,311.37,-205.27,301.41,96.809
0.2877,0.34668,2.5928,-2.9394,-170.23,309.39,-141.15,301.43,97.02
0.2884,-0.39062,2.8418,-2.4831,-233.38,299.49,-73.559,301.43,97.231
0.2891,-1.1816,3.0518,-1.904,-283.22,277.21,-2.9821,301.44,97.442
0.2898,-1.9189,3.2471,-1.374,-307.89,244.54,62.128,301.44,97.653
0.2905,-2.5,3.2666,-0.80969,-314.3,191.57,119.78,301.45,97.864
0.2912,-2.7783,2.9883,-0.26008,-314.3,123.26,180.92,301.46,98.075
0.2919,-3.0566,2.5,0.50544,-303.45,51.977,243.04,301.46,98.286
0.2926,-3.2373,1.875,1.2955,-274.83,-17.326,289.27,301.47,98.497
0.2933,-3.3594,1.3135,1.9727,-233.88,-81.183,307.16,301.47,98.708
0.294,-3.2324,0.74219,2.4438,-178.12,-141.08,308.65,301.46,98.919
0.2947,-2.8516,0.1416,2.6892,-109.04,-201.47,307.16,301.46,99.13
0.2954,-2.2949,-0.66406,2.9394,-37.006,-258.4,292.75,301.46,99.341
0.2961,-1.6309,-1.4697,3.0965,30.591,-299.98,261.93,301.45,99.552
0.2968,-1.0742,-2.1191,3.1897,89.8,-314.34,217.7,301.47,99.763
0.2975,-0.47852,-2.5586,3.0376,150,-312.36,159.05,301.47,99.974
0.2982,0.13672,-2.7783,2.6499,211.18,-306.91,89.961,301.47,100.18
0.2989,0.97656,-3.0322,2.1052,264.47,-290.08,17.396,301.46,100.4
0.2996,1.7432,-3.1885,1.4869,300.49,-258.4,-48.211,301.45,100.61
0.3003,2.3438,-3.2764,0.98145,311.34,-210.88,-106.36,301.45,100.82
0.301,2.7295,-3.1104,0.43184,309.37,-149,-167.5,301.44,101.03
0.3017,2.959,-2.6807,-0.22573,302.95,-78.213,-230.62,301.44,101.24
0.3024,3.2275,-2.0801,-1.0796,282.23,-5.4452,-280.32,301.43,101.45
0.3031,3.3301,-1.4697,-1.796,243.74,59.402,-308.65,301.41,101.66
0.3038,3.3203,-0.97656,-2.277,189.47,118.8,-314.12,301.41,101.87
0.3045,3.0127,-0.36621,-2.6156,126.81,180.68,-312.13,301.4,102.08
0.3052,2.5098,0.34668,-2.8364,55.262,240.58,-302.19,301.39,102.29
0.3059,1.8604,1.2256,-3.0817,-17.269,286.12,-276.84,301.38,102.51
0.3066,1.2305,1.9482,-3.1701,-77.465,308.89,-236.58,301.36,102.72
0.3073,0.72266,2.3926,-3.1112,-134.7,310.87,-179.42,301.35,102.93
0.308,0.073242,2.6953,-2.7726,-198.35,305.43,-113.82,301.35,103.14
0.3087,-0.66406,2.9102,-2.272,-256.08,292.56,-43.738,301.36,103.35
0.3094,-1.5381,3.1543,-1.6635,-295.55,266.32,25.845,301.35,103.56
0.3101,-2.1875,3.2422,-1.0943,-313.81,223.75,85.985,301.35,103.77
0.3108,-2.5879,3.1738,-0.64285,-315.78,163.36,144.63,301.34,103.98
0.3115,-2.8809,2.8125,0.014722,-310.35,95.044,209.25,301.34,104.19
0.3122,-3.1104,2.2656,0.79006,-293.08,23.761,265.41,301.35,104.4
0.3129,-3.3398,1.6357,1.6341,-260.52,-46.037,298.71,301.35,104.62
0.3136,-3.3057,1.0547,2.1886,-212.17,-106.43,308.65,301.35,104.83
0.3143,-3.1055,0.54199,2.5223,-149.5,-165.34,309.64,301.36,105.04
0.315,-2.6367,-0.16602,2.7873,-79.439,-226.72,303.18,301.37,105.25
0.3157,-2.0508,-0.95703,2.9934,-8.3879,-279.19,280.82,301.38,105.46
0.3164,-1.4062,-1.792,3.1995,56.742,-308.89,245.53,301.38,105.67
0.3171,-0.82031,-2.3389,3.1553,114.47,-314.34,194.83,301.38,105.88
0.3178,-0.26855,-2.627,2.9002,175.16,-310.87,130.22,301.38,106.09
0.3185,0.49805,-2.8857,2.4144,235.36,-302.46,59.643,301.39,106.3
0.3192,1.2695,-3.0811,1.85,282.23,-278.7,-11.431,301.4,106.51
0.3199,2.0605,-3.3008,1.2857,306.9,-240.58,-73.062,301.41,106.73
0.3206,2.5342,-3.2422,0.76062,311.83,-186.13,-130.72,301.42,106.94
0.3213,2.8223,-2.9639,0.19629,307.89,-119.79,-194.83,301.42,107.15
0.322,3.1006,-2.4414,-0.60359,295.55,-48.017,-254.47,301.42,107.36
0.3227,3.2861,-1.8604,-1.3593,267.43,23.761,-294.73,301.42,107.57
0.3234,3.418,-1.2744,-2.0708,223.51,85.638,-311.14,301.42,107.78
0.3241,3.2129,-0.69824,-2.4634,164.8,143.06,-314.12,301.42,107.99
0.3248,2.8418,-0.097656,-2.7186,96.215,204.94,-310.14,301.42,108.2
0.3255,2.2412,0.7373,-2.964,25.164,262.86,-292.75,301.42,108.41
0.3262,1.6309,1.5137,-3.1308,-42.927,299.49,-261.43,301.44,108.62
0.3269,1.0254,2.1973,-3.224,-102.63,309.88,-215.71,301.45,108.83
0.3276,0.4248,2.5732,-2.9983,-161.84,308.4,-153.08,301.45,109.05
0.3283,-0.22949,2.793,-2.5812,-222.03,302.95,-83.997,301.45,109.26
0.329,-1.0742,3.0469,-2.0071,-274.83,282.66,-13.42,301.45,109.47
0.3297,-1.7871,3.2031,-1.4574,-307.89,249.49,51.193,301.45,109.68
0.3304,-2.4219,3.291,-0.92256,-315.29,200.48,110.34,301.46,109.89
0.3311,-2.7539,3.0469,-0.34351,-312.82,136.13,172.47,301.47,110.1
0.3318,-3.0078,2.5977,0.35332,-305.91,63.858,233.6,301.47,110.31
0.3325,-3.2471,1.9775,1.2023,-282.23,-6.9303,281.31,301.48,110.52
0.3332,-3.335,1.3965,1.8697,-241.77,-71.283,306.66,301.48,110.73
0.3339,-3.3008,0.86426,2.38,-186.51,-130.19,309.64,301.48,110.95
0.3346,-2.9297,0.24414,2.6646,-120.89,-191.57,306.66,301.48,111.16
0.3353,-2.4072,-0.50781,2.9002,-49.341,-250.97,295.73,301.48,111.37
0.336,-1.7383,-1.3721,3.0965,20.23,-294.04,268.39,301.48,111.58
0.3367,-1.1475,-2.0264,3.175,80.426,-313.84,225.65,301.48,111.79
0.3374,-0.60547,-2.4951,3.0965,139.14,-312.85,168.99,301.49,112
0.3381,0.039062,-2.7588,2.7284,202.3,-308.4,101.89,301.49,112.21
0.3388,0.81055,-2.9883,2.2083,256.57,-294.54,28.827,301.49,112.42
0.3395,1.6553,-3.1934,1.585,295.55,-265.33,-38.271,301.49,112.63
0.3402,2.251,-3.2617,1.0551,311.83,-219.29,-95.925,301.49,112.84
0.3409,2.6709,-3.1787,0.55452,310.35,-159.89,-157.56,301.48,113.06
0.3416,2.9346,-2.7686,-0.10796,303.94,-90.589,-222.67,301.48,113.27
0.3423,3.1836,-2.2021,-0.91765,286.67,-16.336,-273.36,301.48,113.48
0.343,3.3594,-1.5674,-1.7273,252.13,51.482,-304.18,301.46,113.69
0.3437,3.3252,-1.0449,-2.2132,197.86,108.9,-314.61,301.46,113.9
0.3444,3.1006,-0.49316,-2.5714,136.18,168.31,-314.12,301.45,114.11
0.3451,2.6074,0.22461,-2.8069,67.597,232.66,-303.18,301.44,114.32
0.3458,1.9922,1.0547,-3.0327,-4.4407,281.17,-280.32,301.43,114.53
0.3465,1.3281,1.8604,-3.1848,-70.557,305.43,-245.53,301.41,114.74
0.3472,0.80078,2.334,-3.1308,-126.31,310.87,-190.86,301.4,114.95
0.3479,0.20996,2.6416,-2.8609,-186.01,308.4,-123.76,301.39,115.17
0.3486,-0.55176,2.876,-2.3506,-247.69,296.02,-55.169,301.39,115.38
0.3493,-1.3818,3.1104,-1.7715,-292.59,269.29,13.917,301.39,115.59
0.35,-2.1289,3.2666,-1.1875,-311.83,232.16,77.038,301.38,115.8
0.3507,-2.5244,3.2031,-0.72136,-314.3,175.73,136.18,301.37,116.01
0.3514,-2.832,2.9053,-0.12759,-312.33,105.93,197.81,301.36,116.22
0.3521,-3.0811,2.3584,0.65757,-298.02,34.651,256.46,301.36,116.43
0.3528,-3.3008,1.7578,1.4771,-265.95,-35.146,295.73,301.36,116.64
0.3535,-3.3496,1.1426,2.1396,-220.06,-96.529,309.15,301.37,116.85
0.3542,-3.1445,0.625,2.4732,-160.36,-156.43,309.64,301.37,117.06
0.3549,-2.7344,-0.029297,2.7431,-90.787,-217.31,304.67,301.37,117.28
0.3556,-2.1387,-0.83008,2.9542,-19.736,-271.77,285.79,301.38,117.49
0.3563,-1.5283,-1.6309,3.1603,46.38,-305.92,252.49,301.39,117.7
0.357,-0.91309,-2.2803,3.1946,105.1,-313.84,203.78,301.39,117.91
0.3577,-0.36133,-2.5928,2.9542,165.79,-311.86,141.15,301.4,118.12
0.3584,0.36133,-2.8418,2.5027,225.98,-305.43,70.577,301.4,118.33
0.3591,1.1523,-3.0566,1.9334,276.31,-283.15,0,301.41,118.54
0.3598,1.8994,-3.2617,1.4035,305.42,-247.51,-62.625,301.41,118.75
0.3605,2.4854,-3.2861,0.84895,310.85,-196.52,-121.77,301.42,118.96
0.3612,2.7734,-3.0225,0.30425,307.89,-131.68,-184.89,301.41,119.17
0.3619,3.0566,-2.5391,-0.45637,299.99,-58.907,-245.03,301.42,119.39
0.3626,3.252,-1.9385,-1.2513,274.33,13.366,-289.76,301.42,119.6
0.3633,3.3936,-1.3867,-1.9433,230.92,74.253,-312.13,301.42,119.81
0.364,3.2764,-0.81055,-2.4144,174.17,133.66,-314.61,301.42,120.02
0.3647,2.915,-0.20996,-2.6793,109.54,196.52,-310.14,301.42,120.23
0.3654,2.3584,0.60059,-2.9443,36.019,254.44,-296.22,301.42,120.44
0.3661,1.709,1.4111,-3.1063,-34.045,294.04,-268.89,301.42,120.65
0.3668,1.1426,2.0752,-3.2093,-92.761,309.88,-223.66,301.42,120.86
0.3675,0.53223,2.5293,-3.0621,-150,310.38,-163.02,301.41,121.07
0.3682,-0.092773,2.7588,-2.6744,-214.14,304.44,-95.925,301.41,121.28
0.3689,-0.93262,3.0176,-2.1199,-268.91,286.12,-24.851,301.4,121.49
0.3696,-1.6992,3.1738,-1.5163,-303.45,256.42,42.247,301.4,121.71
0.3703,-2.3145,3.2715,-1.006,-314.3,209.89,101.39,301.4,121.92
0.371,-2.7148,3.1201,-0.45146,-314.3,148.01,161.03,301.41,122.13
0.3717,-2.9492,2.6953,0.2012,-308.87,76.233,224.16,301.41,122.34
0.3724,-3.2178,2.0947,1.0649,-286.67,4.4552,275.35,301.41,122.55
0.3731,-3.3252,1.4746,1.7862,-249.17,-61.877,304.67,301.41,122.76
0.3738,-3.3203,0.97168,2.2868,-195.88,-120.78,310.14,301.41,122.97
0.3745,-3.0127,0.35156,2.6303,-132.73,-182.17,307.66,301.41,123.18
0.3752,-2.5049,-0.36621,2.8511,-62.169,-242.56,298.21,301.41,123.39
0.3759,-1.8555,-1.2451,3.0916,10.362,-288.1,274.36,301.41,123.6
0.3766,-1.2207,-1.9629,3.1799,72.038,-311.37,234.1,301.42,123.82
0.3773,-0.71289,-2.4219,3.1308,128.78,-314.83,177.93,301.43,124.03
0.378,-0.068359,-2.7295,2.8069,191.44,-309.39,112.33,301.44,124.24
0.3787,0.66406,-2.9395,2.3015,250.16,-296.52,42.247,301.44,124.45
0.3794,1.5381,-3.1836,1.6881,290.62,-270.78,-28.33,301.44,124.66
0.3801,2.1973,-3.2666,1.1139,308.87,-229.69,-88.47,301.43,124.87
0.3808,2.6074,-3.2129,0.65266,311.34,-169.3,-147.12,301.43,125.08
0.3815,2.9053,-2.8564,0.0098145,306.9,-100.98,-210.24,301.43,125.29
0.3822,3.1348,-2.3096,-0.76553,289.14,-29.701,-267.4,301.43,125.5
0.3829,3.3594,-1.6797,-1.6047,257.56,39.602,-302.19,301.42,125.71
0.3836,3.3398,-1.1035,-2.169,209.21,100.49,-313.12,301.43,125.93
0.3843,3.1494,-0.5957,-2.5125,148.02,158.9,-313.62,301.43,126.14
0.385,2.6953,0.1123,-2.7824,77.465,221.27,-307.16,301.43,126.35
0.3857,2.1045,0.89844,-2.9836,6.9077,274.24,-285.79,301.42,126.56
0.3864,1.4502,1.748,-3.1995,-58.716,304.44,-251,301.41,126.77
0.3871,0.85938,2.3047,-3.1603,-116.94,310.38,-200.8,301.41,126.98
0.3878,0.32715,2.5977,-2.9247,-177.63,307.9,-135.69,301.41,127.19
0.3885,-0.43945,2.8564,-2.4389,-237.82,298.99,-65.607,301.4,127.4
0.3892,-1.2256,3.0518,-1.8647,-286.18,275.23,3.9762,301.4,127.61
0.3899,-2.0264,3.2715,-1.2906,-310.85,239.09,67.098,301.39,127.82
0.3906,-2.4951,3.2324,-0.78516,-315.29,186.13,126.24,301.39,128.04
0.3913,-2.7881,2.9785,-0.25027,-312.82,117.81,187.87,301.38,128.25
0.392,-3.0615,2.4561,0.54961,-302.46,45.542,247.52,301.37,128.46
0.3927,-3.2568,1.8604,1.325,-272.36,-24.256,291.25,301.37,128.67
0.3934,-3.3838,1.2598,2.0561,-227.95,-86.133,309.15,301.36,128.88
0.3941,-3.1885,0.69824,2.4438,-171.71,-146.53,308.65,301.36,129.09
0.3948,-2.832,0.10742,2.699,-103.12,-207.91,305.17,301.37,129.3
0.3955,-2.2314,-0.71777,2.9443,-30.098,-262.86,290.76,301.37,129.51
0.3962,-1.6211,-1.499,3.1112,37.499,-301.96,258.45,301.37,129.72
0.3969,-1.0254,-2.1875,3.2191,94.241,-315.33,211.23,301.37,129.93
0.3976,-0.44434,-2.5635,3.0081,154.93,-311.86,153.08,301.36,130.15
0.3983,0.21484,-2.7979,2.6008,219.07,-305.43,83.997,301.36,130.36
0.399,1.0449,-3.042,2.0316,268.41,-289.09,10.437,301.36,130.57
0.3997,1.7627,-3.208,1.4869,300.98,-255.93,-54.672,301.37,130.78
0.4004,2.4072,-3.3154,0.952,312.33,-204.44,-110.84,301.37,130.99
0.4011,2.7441,-3.0811,0.38276,309.86,-141.08,-173.46,301.37,131.2
0.4018,3.0029,-2.6416,-0.30425,300.49,-72.273,-238.07,301.38,131.41
0.4025,3.2422,-2.0312,-1.1434,278.78,0.49502,-284.3,301.38,131.62
0.4032,3.3496,-1.46,-1.8206,240.78,66.828,-308.65,301.39,131.83
0.4039,3.3301,-0.92773,-2.3457,184.04,124.25,-314.61,301.39,132.04
0.4046,2.9785,-0.30762,-2.6401,118.42,184.64,-312.63,301.39,132.25
0.4053,2.4707,0.43945,-2.8854,48.354,246.52,-299.21,301.39,132.47
0.406,1.8018,1.3037,-3.0965,-22.203,290.08,-273.36,301.39,132.68
0.4067,1.2158,1.9727,-3.1799,-84.373,308.89,-232.61,301.4,132.89
0.4074,0.6543,2.4609,-3.1112,-141.11,309.88,-174.95,301.4,133.1
0.4081,0.0097656,2.7344,-2.748,-203.28,305.92,-106.86,301.4,133.31
0.4088,-0.76172,2.9688,-2.2328,-260.52,290.58,-36.283,301.4,133.52
0.4095,-1.6113,3.1787,-1.6096,-299.99,262.36,31.809,301.39,133.73
0.4102,-2.2168,3.2568,-1.0796,-313.81,218.8,91.949,301.4,133.94
0.4109,-2.6562,3.1836,-0.57415,-314.79,158.41,151.09,301.39,134.15
0.4116,-2.915,2.7783,0.083423,-309.86,88.113,214.71,301.38,134.36
0.4123,-3.1738,2.207,0.90293,-290.62,16.336,268.89,301.38,134.58
0.413,-3.3447,1.5625,1.7077,-256.57,-51.977,301.2,301.39,134.79
0.4137,-3.3203,1.0449,2.2132,-206.24,-111.87,309.15,301.4,135
0.4144,-3.0908,0.4834,2.5714,-143.09,-170.78,309.15,301.42,135.21
0.4151,-2.5928,-0.24414,2.8167,-72.531,-232.16,301.69,301.42,135.42
0.4158,-1.9824,-1.0742,3.0474,-1.4802,-283.15,278.33,301.43,135.63
0.4165,-1.3184,-1.8799,3.1995,62.169,-310.38,241.55,301.44,135.84
0.4172,-0.7959,-2.3633,3.1504,120.89,-313.84,188.87,301.44,136.05
0.4179,-0.20508,-2.6758,2.8854,181.08,-310.38,124.26,301.45,136.26
0.4186,0.55176,-2.915,2.38,240.78,-301.47,52.684,301.46,136.47
0.4193,1.3867,-3.1348,1.7911,285.68,-275.73,-17.396,301.46,136.69
0.42,2.1387,-3.291,1.2023,308.87,-236.12,-78.032,301.46,136.9
0.4207,2.5537,-3.2324,0.73118,311.34,-180.19,-137.67,301.46,137.11
0.4214,2.8613,-2.9492,0.1374,306.9,-113.36,-200.8,301.47,137.32
0.4221,3.1006,-2.4023,-0.63303,294.56,-41.087,-258.95,301.48,137.53
0.4228,3.3252,-1.8018,-1.4525,264.47,30.196,-297.22,301.48,137.74
0.4235,3.3789,-1.1914,-2.1199,218.09,90.589,-312.63,301.49,137.95
0.4242,3.1836,-0.66895,-2.4585,158.38,149,-314.12,301.49,138.16
0.4249,2.7881,-0.029297,-2.7431,89.8,211.37,-308.65,301.49,138.37
0.4256,2.1973,0.77148,-2.9492,18.256,267.31,-290.76,301.48,138.58
0.4263,1.5723,1.5918,-3.1553,-49.341,300.97,-257.95,301.48,138.8
0.427,0.94727,2.2461,-3.1946,-107.56,310.38,-210.24,301.47,139.01
0.4277,0.41504,2.5537,-2.9689,-167.76,308.89,-147.12,301.46,139.22
0.4284,-0.30762,2.8125,-2.5223,-228.94,301.96,-77.038,301.45,139.43
0.4291,-1.1035,3.0225,-1.958,-278.78,280.18,-6.9583,301.44,139.64
0.4298,-1.875,3.2373,-1.4035,-309.37,245.53,56.66,301.43,139.85
0.4305,-2.4561,3.2715,-0.86367,-315.78,195.04,115.81,301.42,140.06
0.4312,-2.7393,3.0273,-0.3386,-312.33,130.69,178.93,301.41,140.27
0.4319,-3.0273,2.5537,0.41221,-304.43,57.917,239.56,301.4,140.48
0.4326,-3.2178,1.9385,1.217,-279.27,-14.851,284.3,301.4,140.69
0.4333,-3.3594,1.3672,1.9236,-236.84,-76.728,307.66,301.39,140.91
0.434,-3.2471,0.7959,2.4045,-180.09,-134.65,311.14,301.38,141.12
0.4347,-2.9004,0.21484,2.6548,-114.96,-198.5,306.66,301.38,141.33
0.4354,-2.3486,-0.58594,2.9149,-43.42,-256.92,292.75,301.37,141.54
0.4361,-1.6943,-1.3916,3.0817,28.124,-297.01,265.41,301.37,141.75
0.4368,-1.1377,-2.0703,3.2044,86.84,-313.35,222.17,301.36,141.96
0.4375,-0.54199,-2.5293,3.067,144.08,-313.84,161.53,301.34,142.17
0.4382,0.083008,-2.7588,2.6892,207.23,-308.4,94.434,301.34,142.38
0.4389,0.91797,-3.0176,2.1396,262.99,-291.07,23.857,301.33,142.59
0.4396,1.6797,-3.1885,1.5458,298.51,-261.87,-44.235,301.33,142.8
0.4403,2.3096,-3.3008,1.0403,310.35,-215.33,-102.88,301.33,143.02
0.441,2.7197,-3.1445,0.476,310.85,-152.47,-163.02,301.33,143.23
0.4417,2.9541,-2.7246,-0.16685,303.45,-83.163,-226.64,301.32,143.44
0.4424,3.2227,-2.1436,-1.0158,282.72,-10.89,-278.33,301.32,143.65
0.4431,3.335,-1.5283,-1.7372,247.69,56.432,-306.66,301.32,143.86
0.4438,3.3447,-1.0303,-2.2524,194.4,115.34,-313.62,301.32,144.07
0.4445,3.0518,-0.41504,-2.6008,129.77,174.74,-313.12,301.33,144.28
0.4452,2.5635,0.29297,-2.8315,60.196,237.11,-302.69,301.34,144.49
0.4459,1.9141,1.1719,-3.0768,-10.855,285.13,-278.33,301.34,144.7
0.4466,1.2793,1.9043,-3.175,-74.998,307.41,-241.06,301.34,144.91
0.4473,0.76172,2.3828,-3.1406,-132.73,309.39,-184.89,301.34,145.12
0.448,0.1123,2.6953,-2.8167,-192.92,307.9,-116.8,301.34,145.34
0.4487,-0.61035,2.915,-2.326,-251.64,294.54,-47.714,301.35,145.55
0.4494,-1.4893,3.1641,-1.7175,-296.04,266.32,19.881,301.35,145.76
0.4501,-2.1533,3.252,-1.1385,-313.81,226.72,81.512,301.35,145.97
0.4508,-2.583,3.2129,-0.6772,-313.81,170.29,142.65,301.37,146.18
0.4515,-2.876,2.8613,-0.034351,-311.34,99.499,204.28,301.38,146.39
0.4522,-3.1152,2.3145,0.7459,-297.03,25.741,259.94,301.38,146.6
0.4529,-3.3447,1.6846,1.585,-262.49,-40.592,298.21,301.39,146.81
0.4536,-3.3252,1.0986,2.1641,-213.15,-100.98,311.14,301.4,147.02
0.4543,-3.1348,0.58594,2.5125,-154.93,-162.37,308.15,301.4,147.23
0.455,-2.6807,-0.12207,2.7873,-85.853,-224.24,302.19,301.39,147.45
0.4557,-2.0898,-0.91797,2.9934,-11.348,-275.23,284.3,301.4,147.66
0.4564,-1.4404,-1.7627,3.1995,53.288,-306.91,249.01,301.4,147.87
0.4571,-0.85449,-2.3145,3.1652,109.04,-315.82,197.32,301.41,148.08
